132,B,X,I,1,3,1,1,2,1,1,0
133,B,X,O,1,3,1,1,2,1,1,0
134,B,X,I,1,3,1,1,2,1,1,0
135,D,R,O,2,2,1,1,2,1,2,1
136,H,A,X,1,3,1,2,2,1,2,0
137,C,K,O,1,2,1,2,2,1,2,0
138,H,S,X,1,2,1,1,2,1,2,0
139,B,X,O,1,2,1,1,2,1,1,0
140,B,X,O,1,2,1,1,2,1,1,1
141,C,R,O,1,3,1,1,2,1,1,0
142,B,X,I,1,3,1,1,2,1,1,0
143,C,A,O,1,3,1,2,2,1,2,0
144,C,K,I,1,2,1,2,2,1,2,0
145,H,S,X,1,2,1,1,2,1,2,0
146,D,S,I,1,3,1,1,2,1,1,0
147,B,X,O,1,2,1,1,2,1,1,0
148,B,X,O,2,2,1,1,2,1,1,0
149,H,S,X,1,2,1,1,1,1,2,0
150,H,A,X,1,3,1,1,2,1,2,0
151,C,K,I,1,3,1,2,2,1,2,1
152,B,X,O,1,3,1,1,2,1,2,0
153,H,S,X,1,3,1,1,1,1,2,0
154,C,S,O,1,3,1,1,2,1,2,1
155,C,A,I,1,3,1,1,2,1,2,0
156,H,S,X,1,3,1,1,1,1,2,0
157,D,S,O,1,3,1,1,2,1,2,1
158,C,S,O,1,2,3,2,2,1,2,0
159,B,X,O,1,2,1,1,2,1,1,0
160,H,S,X,1,2,1,1,1,1,2,0
161,C,S,O,1,3,1,1,2,1,2,0
162,C,S,O,1,3,1,1,2,1,2,0
163,H,A,X,1,3,1,1,1,1,2,1
164,B,X,O,2,1,1,1,2,1,1,1
165,H,R,X,1,2,1,1,1,1,2,0
166,C,S,O,2,2,1,2,2,1,2,1
167,H,S,X,1,3,1,1,1,1,2,0
168,H,S,X,2,2,3,1,2,1,2,0
169,C,S,O,1,2,1,1,2,1,2,0
170,C,A,I,1,3,1,1,2,1,2,0
171,E,S,I,1,3,1,1,2,1,2,1
172,B,X,O,1,2,1,1,2,1,1,0
173,D,S,O,1,2,1,1,2,1,2,1
174,C,S,O,1,1,1,2,2,1,2,0
175,C,S,O,1,2,1,1,2,1,2,0
176,H,S,X,1,1,1,1,2,1,2,0
177,C,S,O,1,2,1,1,2,1,2,0
178,C,S,I,2,2,1,1,2,1,2,0
179,D,S,O,1,2,1,2,2,1,2,1
180,D,S,O,1,3,1,1,2,1,2,1
181,B,X,O,1,3,1,1,2,1,2,0
182,C,A,O,1,3,1,1,2,1,2,0
183,C,S,O,1,3,1,1,2,1,2,0
184,C,R,I,1,3,1,1,2,1,2,0
185,B,X,O,1,2,3,2,2,1,2,0
186,B,X,I,2,3,1,1,2,1,2,1
187,D,H,O,1,2,1,1,2,1,2,0
188,H,S,X,1,1,1,1,2,1,2,0
189,H,R,X,1,2,1,1,2,1,2,0
190,H,A,X,1,2,1,1,2,1,2,0
191,C,R,I,1,2,1,1,2,1,2,0
192,C,R,O,2,1,1,1,2,1,2,0
193,D,K,O,1,3,1,1,2,1,2,1
194,D,R,O,1,2,1,1,2,1,2,0
195,H,S,X,1,2,1,1,2,1,2,0
196,B,X,O,1,2,1,1,2,1,1,0
197,B,X,I,1,3,1,1,2,1,2,0
198,B,X,O,1,3,1,1,2,1,1,0
199,C,S,O,1,3,1,1,2,1,2,1
200,D,A,I,1,3,1,1,2,1,2,0
201,B,X,O,1,3,1,1,2,1,2,1
202,B,X,O,1,2,1,1,2,1,2,0
203,B,X,I,1,3,1,1,2,1,1,0
204,B,X,I,1,3,1,1,2,1,1,0
205,D,A,I,1,3,1,1,2,1,2,0
206,C,H,I,2,3,1,1,2,1,2,0
207,D,K,O,1,3,1,2,2,1,2,1
208,B,X,O,1,3,1,1,2,1,2,1
209,C,K,I,1,3,1,1,2,1,1,0
210,C,A,O,1,2,1,1,2,1,2,0
211,D,A,I,1,2,1,1,2,1,2,0
212,B,X,O,1,3,1,1,2,1,2,0
213,B,X,I,1,3,1,1,2,1,2,0
214,B,X,O,1,3,1,1,2,1,2,1
215,B,X,I,1,2,1,2,2,1,2,0
216,B,X,I,1,3,1,1,2,1,1,0
217,C,A,I,1,3,1,2,2,1,2,0
218,C,H,I,2,2,3,1,2,1,2,1
219,F,K,I,1,2,1,2,2,1,2,1
220,C,R,O,1,2,3,1,2,1,2,0
221,E,A,O,1,2,1,1,2,1,2,0
222,C,S,O,1,1,1,1,2,1,2,0
223,D,A,I,1,3,1,2,2,1,2,0
224,B,X,O,2,3,1,1,2,1,2,1
225,C,R,O,1,3,1,1,2,1,2,0
226,D,S,I,1,2,1,2,2,1,2,0
227,H,A,X,1,3,1,1,1,1,2,0
228,B,X,O,1,2,1,1,2,1,1,0
229,C,A,O,1,3,1,2,2,1,2,0
230,D,H,I,1,3,1,1,2,1,2,0
231,F,A,I,2,3,1,2,2,1,2,0
232,E,K,O,1,3,1,1,2,1,2,1
233,H,S,X,1,3,1,1,2,1,2,0
234,D,K,C,1,3,1,2,2,1,2,0
235,B,X,O,1,3,1,1,2,1,1,0
236,B,X,O,2,2,3,1,2,1,1,0
237,D,A,I,1,3,1,1,2,1,2,0
238,C,A,I,1,3,1,2,2,1,2,0
239,H,R,X,1,2,1,1,1,1,2,0
240,C,R,O,1,1,1,2,2,1,1,0
241,D,H,I,2,3,3,2,2,1,2,0
242,E,K,I,2,2,3,2,2,1,2,1
243,E,K,I,1,3,1,1,2,1,2,0
244,C,S,O,1,2,1,1,2,1,2,0
245,D,K,C,1,3,1,2,2,1,2,1
246,B,X,O,1,3,1,1,2,1,1,0
247,B,X,O,2,2,3,1,2,1,1,0
248,D,S,O,1,3,1,2,2,1,2,0
249,H,R,X,1,3,1,1,2,1,2,0
250,H,A,X,1,3,1,2,2,1,2,0
251,H,R,X,1,2,1,1,1,1,2,0
252,H,S,X,1,3,1,1,2,1,2,0
253,C,R,I,1,3,1,1,2,1,2,0
254,C,H,I,1,2,1,2,2,1,2,1
255,F,A,I,1,3,1,2,2,1,2,1
256,E,K,I,2,3,1,2,2,1,2,0
257,H,S,X,1,2,1,1,2,1,2,0
258,D,K,C,1,3,1,2,2,1,2,1
259,D,S,I,1,3,1,2,2,1,2,0
260,H,A,X,1,3,1,2,2,1,2,1
261,H,R,X,1,2,1,1,1,1,1,0
262,H,S,X,1,2,1,1,2,1,2,0
263,B,X,O,1,3,1,1,2,1,2,0
264,C,H,O,1,2,1,2,2,1,2,0
265,F,A,I,2,3,3,2,2,1,2,1
266,E,K,C,1,3,1,2,2,1,2,1
267,C,S,O,1,3,1,1,2,1,2,0
268,D,K,C,2,3,1,2,2,2,2,1
269,C,S,O,1,2,1,2,2,1,2,0
270,C,R,O,1,2,1,2,2,1,1,0
271,B,X,O,1,3,1,1,2,1,1,0
272,H,R,X,1,3,1,1,2,1,2,0
273,E,A,I,1,3,1,1,2,1,2,0
274,B,X,O,1,2,1,1,2,1,1,0
275,H,S,X,2,3,1,2,2,1,2,0
276,E,A,I,2,2,3,2,2,1,2,0
277,E,K,I,1,2,1,2,2,1,2,1
278,H,S,X,1,3,1,1,2,1,2,0
279,D,K,C,2,3,3,2,2,2,2,1
280,C,S,I,1,2,1,2,2,1,1,0
281,B,X,O,1,3,1,1,2,1,1,0
282,E,A,I,1,3,1,2,2,1,2,0
283,B,X,O,1,3,1,1,2,1,1,0
284,H,K,X,1,2,1,2,2,1,2,0
285,F,K,I,1,3,3,2,2,2,2,0
286,E,A,I,2,2,3,2,2,1,2,1
287,H,H,X,1,3,1,1,2,1,2,0
288,D,K,C,2,2,1,2,2,2,2,1
289,C,A,O,1,3,1,2,2,1,2,0
290,E,K,I,1,3,1,1,2,1,2,0
291,H,S,X,1,2,1,2,2,1,2,0
292,F,S,O,1,2,1,2,2,1,2,0
293,E,A,I,2,2,1,2,2,1,2,1
294,H,S,X,1,2,1,1,2,1,2,0
295,D,K,C,2,2,3,2,2,2,2,1
296,H,S,X,1,1,1,2,2,1,2,0
297,E,S,I,1,3,1,1,2,1,2,0
298,H,S,X,1,2,1,2,2,1,2,0
299,F,S,O,1,2,1,2,2,1,2,0
300,E,S,O,2,2,3,2,2,1,2,1
301,H,S,X,1,2,1,1,2,1,2,0
302,D,K,C,2,2,1,2,2,2,2,1
303,H,S,X,1,2,1,2,2,1,2,0
304,C,S,O,1,2,1,2,2,1,2,0
305,B,X,O,1,3,1,1,2,1,1,0
306,B,X,O,1,3,1,1,2,1,1,0
307,H,S,X,1,3,1,1,1,1,2,0
308,H,S,X,1,2,1,2,2,1,2,0
309,E,A,O,2,3,1,2,2,1,2,0
310,H,S,X,1,3,1,1,2,1,2,0
311,D,K,C,2,2,3,2,2,2,2,1
312,H,S,X,1,3,1,2,2,1,2,0
313,C,A,O,1,2,1,2,2,1,2,0
314,D,A,O,1,3,1,1,2,1,2,0
315,D,S,O,1,3,1,1,2,1,2,0
316,C,S,O,1,1,3,2,2,1,2,0
317,H,S,X,1,2,1,1,2,1,2,0
318,D,K,C,2,3,3,2,2,2,2,0
319,C,R,O,1,2,1,2,2,1,2,0
320,D,R,O,1,3,1,1,2,1,2,0
321,E,A,O,1,3,1,1,2,1,2,0
322,C,R,O,1,3,1,1,2,1,1,0
323,E,K,C,1,3,1,1,2,2,2,1
324,H,A,X,1,3,1,1,1,1,1,0
325,D,R,O,1,3,1,1,2,1,1,0
326,C,S,O,1,3,1,1,2,1,1,0
327,H,R,X,1,2,1,1,1,1,1,0
328,H,S,X,1,1,1,1,2,1,1,0
329,C,A,O,1,2,1,1,2,1,1,0
330,B,X,O,1,3,1,1,2,1,1,0
331,C,A,O,1,3,1,1,2,1,1,0
332,C,A,O,1,2,1,1,2,1,1,1
333,B,X,O,1,3,1,1,2,1,1,0
334,C,A,O,1,2,1,1,2,1,1,0
335,B,X,O,1,3,1,1,2,1,1,0
336,B,X,I,1,2,1,1,2,1,1,0
337,C,S,O,2,2,1,1,2,1,1,0
338,B,X,O,1,3,1,1,2,1,1,0
339,B,X,O,1,2,1,1,2,1,1,0
340,D,R,I,1,3,1,1,2,1,1,1
341,H,S,X,1,3,1,1,2,1,1,0
342,B,X,O,1,2,1,1,2,1,1,0
343,B,X,O,1,2,1,2,2,1,1,0
344,H,S,X,1,2,1,1,2,1,1,0
345,B,X,O,1,3,1,1,2,1,1,0
346,B,X,O,2,2,1,2,2,1,1,0
347,C,R,O,1,3,1,1,2,1,1,1
348,B,X,O,1,2,1,2,2,1,1,0
349,B,X,O,1,3,1,1,2,1,1,0
350,D,A,I,2,3,1,1,2,1,1,1
351,B,X,O,1,3,1,1,2,1,1,0
352,D,R,O,1,3,1,1,2,1,1,0
353,B,X,O,1,3,1,1,2,1,1,0
354,B,X,O,1,1,1,2,2,1,1,0
355,B,X,O,1,1,1,1,2,1,1,0
356,C,R,I,2,1,1,2,2,1,1,0
357,B,X,O,1,3,1,1,2,1,1,0
358,D,R,I,1,3,1,2,2,1,1,0
359,B,X,O,1,2,1,1,2,1,1,0
360,C,R,O,1,3,1,1,2,1,1,0
361,E,A,C,1,3,1,1,2,1,1,1
362,H,A,X,1,2,1,1,1,1,1,1
363,B,X,O,1,2,1,2,2,1,1,1
364,B,X,O,1,3,1,1,2,1,1,0
365,B,X,O,1,2,1,1,2,1,1,0
366,D,K,I,2,3,1,2,2,1,1,1
367,E,A,I,2,2,1,1,2,1,1,1
368,D,A,I,1,3,1,2,2,1,1,0
369,B,X,O,1,3,1,1,2,1,1,0
370,H,R,X,1,2,1,1,2,1,1,0
371,C,R,O,1,2,1,1,2,1,1,0
372,D,A,O,2,3,3,2,2,1,1,1
373,E,S,O,2,3,1,2,2,1,1,1
374,C,R,O,1,3,1,1,2,1,1,0
375,E,S,I,2,3,1,2,2,1,1,0
376,C,R,O,1,3,1,1,2,1,1,0
377,D,A,I,2,3,1,2,2,1,1,0
378,E,A,I,2,3,1,2,2,1,1,1
379,H,S,X,1,3,1,1,1,1,1,0
380,D,A,O,1,3,1,1,2,1,1,1
381,D,R,O,1,3,1,1,2,1,1,1
382,D,S,O,1,3,1,2,2,1,1,0
383,B,X,O,1,2,1,1,2,1,1,0
384,D,A,I,2,2,1,2,2,1,1,0
385,E,A,I,2,3,3,2,2,1,1,1
386,H,S,X,1,1,1,1,1,1,1,0
387,D,S,I,2,3,1,1,2,1,1,0
388,D,S,O,2,3,2,1,2,1,1,1
389,D,R,O,1,3,1,1,2,1,1,0
390,D,S,O,1,3,1,2,2,1,1,0
391,D,S,O,1,3,1,1,2,1,1,0
392,D,S,O,1,2,1,2,2,1,1,0
393,E,K,C,2,3,3,2,2,2,1,1
394,H,R,X,1,3,1,1,1,1,1,0
395,D,A,O,1,2,1,2,2,1,1,1
396,C,S,I,1,3,1,1,2,1,1,1
397,C,S,O,1,2,1,1,2,1,1,0
398,B,X,O,1,3,1,1,2,1,1,1
399,B,X,O,1,3,1,1,2,1,1,0
400,D,S,O,1,2,1,2,2,1,1,1
401,D,A,I,1,3,1,1,2,1,1,0
402,D,S,O,1,2,1,2,2,1,1,0
403,F,K,C,2,3,1,2,2,2,1,0
404,D,A,I,1,3,1,2,2,1,1,0
405,C,R,O,1,2,1,1,2,1,1,0
406,C,R,O,1,3,1,1,2,1,1,0
407,B,X,O,1,3,1,1,2,1,1,1
408,D,S,O,1,2,1,2,2,1,1,0
409,H,A,X,1,2,1,2,2,1,1,0
410,D,A,O,1,3,1,2,2,1,1,0
411,F,K,C,2,2,1,2,2,1,1,1
412,D,S,I,2,2,1,2,2,1,1,0
413,B,X,O,1,2,1,1,2,1,1,0
414,C,R,O,1,3,1,1,2,1,1,0
415,B,X,O,1,3,1,1,2,1,1,1
416,B,X,O,1,3,1,1,2,1,1,0
417,D,S,O,1,2,1,1,2,1,1,1
418,H,R,X,1,2,1,2,2,1,1,0
419,H,A,X,1,2,1,2,2,1,1,0
420,C,S,O,1,2,1,2,2,1,1,0
421,F,A,I,1,2,1,2,2,2,1,1
422,D,S,O,1,2,1,2,2,1,1,1
423,C,R,O,1,2,1,1,2,1,1,0
424,D,A,C,2,3,1,1,2,1,1,1
425,B,X,O,1,1,1,1,2,1,1,0
426,E,A,I,2,3,1,1,2,1,1,1
427,H,A,X,1,2,1,2,2,1,1,0
428,C,S,O,1,3,1,2,2,1,1,1
429,F,A,C,2,3,1,2,2,2,1,1
430,D,S,O,1,2,1,2,2,1,1,0
431,D,A,I,2,3,1,2,2,1,1,1
432,B,X,O,1,3,1,1,2,1,1,0
433,E,A,I,2,3,1,2,2,1,1,0
434,D,S,O,2,3,1,2,2,1,1,0
435,F,A,I,2,2,1,2,2,1,1,1
436,H,S,X,1,1,1,2,2,1,1,1
437,D,A,I,2,2,1,2,2,1,1,0
438,B,X,O,1,2,1,1,2,1,1,0
439,E,S,I,2,2,1,2,2,1,1,0
440,H,S,X,1,2,1,1,1,1,1,0
441,F,A,C,2,2,1,2,2,1,1,1
442,H,S,X,1,2,1,2,2,1,1,0
443,E,A,O,1,2,1,2,2,1,1,1
444,E,A,I,1,2,1,2,2,1,1,1
445,B,X,O,1,3,1,1,2,1,1,0
446,C,S,O,1,3,1,1,2,1,1,1
447,H,S,X,1,2,1,2,2,1,1,0
448,F,A,I,2,2,1,2,2,1,1,0
449,E,A,O,1,2,1,2,2,1,1,0
450,E,S,I,1,2,1,2,2,1,1,0
451,E,A,O,1,3,1,1,2,1,1,1
452,H,S,X,1,2,1,1,1,1,1,0
453,E,S,O,1,1,1,2,2,1,1,0
454,E,S,I,2,3,1,2,2,1,1,0
455,C,S,O,2,2,1,1,2,1,1,1
456,E,S,O,1,2,1,1,2,1,1,0
457,E,A,I,1,2,1,2,2,1,1,0
458,H,S,X,1,2,1,1,2,1,1,1
459,E,A,O,1,3,1,1,2,1,1,0
460,H,H,X,1,2,1,1,1,1,1,0
461,B,X,O,1,3,1,1,2,1,1,0
462,C,R,O,1,3,1,1,2,1,1,0
463,E,S,I,1,2,1,2,2,1,1,0
464,C,S,O,2,3,1,1,2,1,1,0
465,E,S,O,1,3,1,1,2,1,1,0
466,H,H,X,1,3,1,1,1,1,1,0
467,B,X,O,1,3,1,1,2,1,1,0
468,H,S,X,1,2,1,1,1,1,1,1
469,B,X,O,1,3,1,1,2,1,1,0
470,C,R,O,1,2,1,1,2,1,1,1
471,D,R,O,1,2,1,1,2,1,1,0
472,E,S,O,1,2,1,2,2,1,1,0
473,C,S,O,2,2,1,1,2,1,1,0
474,E,S,O,1,3,1,1,2,1,1,0
475,C,H,O,1,3,1,1,2,1,1,0
476,B,X,O,1,1,1,1,2,1,1,0
477,H,S,X,1,2,1,1,1,1,1,0
478,B,X,O,1,3,1,1,2,1,1,0
479,E,R,C,2,3,1,1,2,1,1,0
480,D,R,I,1,3,1,1,2,1,1,0
481,H,S,X,1,1,1,2,2,1,1,0
482,C,S,O,1,2,1,1,2,1,1,0
483,E,S,O,1,2,1,1,2,1,1,1
484,C,K,O,1,2,1,1,2,1,1,1
485,H,S,X,2,2,1,1,1,1,1,0
486,B,X,O,1,2,1,1,2,1,1,0
487,E,K,C,1,3,1,2,2,1,1,1
488,E,A,I,1,3,1,2,2,1,1,0
489,C,R,O,1,3,1,1,2,1,1,0
490,H,R,X,1,1,1,2,2,1,1,0
491,H,S,X,1,2,1,1,2,1,1,0
492,E,S,O,1,2,1,1,2,1,1,0
493,C,S,O,1,3,1,1,2,1,1,0
494,H,S,X,1,2,1,1,1,1,1,0
495,E,K,C,1,3,1,2,2,2,1,1
496,E,R,O,1,3,1,2,2,2,1,0
497,H,S,X,1,3,1,1,1,1,1,0
498,H,S,X,1,1,1,1,2,1,1,0
499,D,S,O,2,2,1,1,2,1,1,0
500,C,S,O,2,1,1,1,2,1,1,0
501,H,S,X,1,1,1,1,1,1,1,0
502,B,X,O,1,3,1,1,2,1,1,0
503,E,A,C,2,1,3,2,2,1,1,1
504,E,A,O,1,1,1,2,2,1,1,1
505,H,R,X,1,3,1,1,2,1,1,0
506,H,S,X,1,2,1,1,1,1,1,0
507,H,S,X,1,2,1,1,1,1,1,0
508,H,S,X,1,3,1,1,2,1,1,0
509,H,S,X,1,3,1,1,2,1,1,1
510,H,H,X,1,3,1,1,2,1,1,0
511,H,S,X,1,3,1,1,1,1,1,0
512,F,K,C,2,3,3,2,2,2,1,1
513,E,A,O,2,2,1,2,2,1,1,1
514,D,S,O,1,3,1,1,2,1,1,1
515,H,S,X,1,3,1,1,1,1,1,0
516,C,S,O,1,3,1,1,2,1,1,0
517,H,S,X,1,2,1,1,2,1,1,0
518,H,S,X,1,2,1,1,2,1,1,0
519,C,H,O,1,3,1,1,2,1,1,1
520,B,X,O,1,1,1,1,2,1,1,0
521,F,K,C,2,3,1,2,2,2,1,0
522,E,A,O,2,2,1,2,2,1,1,0
523,D,S,I,1,3,1,1,2,1,1,0
524,H,S,X,1,3,1,1,1,1,1,0
525,C,R,I,1,3,1,1,2,1,1,0
526,D,A,O,1,3,1,1,2,1,1,1
527,H,S,X,1,2,1,1,2,1,1,0
528,C,S,O,2,3,1,1,2,1,1,1
529,C,S,O,1,2,1,1,2,1,1,0
530,F,K,I,2,2,1,2,2,2,1,1
531,E,R,O,2,2,1,2,2,1,1,0
532,C,R,I,1,3,1,1,2,1,1,0
533,D,R,O,1,3,1,1,2,1,1,0
534,D,A,I,1,3,1,1,2,1,1,1
535,D,S,O,1,3,1,1,2,1,1,1
536,C,S,O,1,3,1,1,2,1,1,0
537,H,S,X,1,1,1,1,2,1,1,0
538,H,S,X,2,2,1,1,2,1,1,0
539,F,A,I,1,2,1,2,2,1,1,1
540,C,R,I,1,3,1,1,2,1,1,1
541,D,S,O,1,3,1,1,2,1,1,0
542,C,S,I,2,2,1,2,2,1,1,0
543,D,A,O,2,3,1,1,2,1,1,0
544,C,S,O,1,2,1,1,2,1,1,1
545,H,S,X,1,2,1,1,2,1,1,0
546,H,S,X,1,3,1,1,2,1,1,0
547,F,A,I,2,2,1,2,2,1,1,1
548,D,R,I,2,2,1,1,2,1,1,0
549,D,A,I,1,3,1,1,2,1,1,0
550,D,A,O,2,2,3,2,2,1,1,0
551,D,A,O,1,2,1,1,2,1,1,0
552,D,R,O,1,3,1,1,2,1,1,1
553,H,S,X,1,2,1,1,2,1,1,0
554,H,S,X,1,2,1,1,2,1,1,0
555,F,K,I,2,3,1,2,2,2,1,1
556,D,A,I,1,2,1,2,2,1,1,0
557,D,A,I,1,3,1,2,2,1,1,0
558,B,X,I,1,2,1,2,2,1,1,1
559,D,A,O,1,3,1,1,2,1,1,0
560,D,A,O,2,3,1,1,2,1,1,0
561,C,R,O,1,3,1,1,2,1,1,0
562,B,X,O,1,3,1,1,2,1,1,1
563,B,X,O,1,2,1,1,2,1,1,0
564,H,S,X,1,3,1,1,2,1,1,0
565,H,S,X,1,2,1,1,2,1,1,0
566,F,K,I,2,2,3,2,2,1,1,0
567,D,R,C,1,3,1,2,2,1,1,1
568,D,A,I,1,2,1,2,2,1,1,0
569,H,S,X,1,1,1,2,2,1,1,0
570,D,A,O,1,2,1,1,2,1,1,0
571,D,A,O,2,3,1,1,2,1,1,0
572,D,R,O,1,2,1,1,2,1,1,0
573,B,X,O,1,2,1,1,2,1,1,0
574,C,R,O,1,2,1,1,2,1,1,0
575,B,X,I,1,3,1,1,2,1,1,0
576,H,R,X,1,2,1,1,1,1,1,0
577,H,S,X,1,2,1,1,1,1,1,0
578,F,S,O,1,1,1,2,2,1,1,0
579,D,R,I,2,2,1,2,2,1,1,0
580,C,R,O,1,2,1,2,2,1,1,1
581,H,A,X,2,3,2,2,2,1,1,0
582,H,A,X,1,2,1,1,2,1,1,0
583,D,A,I,1,2,1,1,2,1,1,0
